"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-SharePoint Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-SharePoint Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-SharePoint Embedded Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-SharePoint Embedded Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-SharePoint Embedded Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-SharePoint Embedded Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Skype for Business Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Skype for Business Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Skype for Business Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Skype for Business Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Communications Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Communications Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Communications Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Communications Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Engineer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Engineer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Engineer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Engineer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Specialist";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Specialist";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Specialist";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Communications Support Specialist";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Devices Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Devices Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Devices Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Devices Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Teams Telephony Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Teams Telephony Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Teams Telephony Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Teams Telephony Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Tenant Creator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Tenant Creator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Tenant Creator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Tenant Creator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Usage Summary Reports Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Usage Summary Reports Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Usage Summary Reports Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Usage Summary Reports Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-User";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-User";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-User";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-User";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-User Experience Success Manager";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-User Experience Success Manager";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-User Experience Success Manager";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-User Experience Success Manager";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Virtual Visits Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Virtual Visits Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Virtual Visits Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Virtual Visits Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Viva Goals Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Viva Goals Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Viva Goals Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Viva Goals Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Viva Pulse Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Viva Pulse Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
